State,Date,Value
Hawaii,6/1/2013,37004811
Hawaii,7/1/2013,39099815
Hawaii,8/1/2013,39968080
Hawaii,9/1/2013,37358979
Hawaii,10/1/2013,38544715
Hawaii,11/1/2013,36420194
Hawaii,12/1/2013,37231203
Hawaii,1/1/2014,39226954
Hawaii,2/1/2014,32822975
Hawaii,3/1/2014,40939645
Hawaii,4/1/2014,38045111
Hawaii,5/1/2014,39286332
Hawaii,6/1/2014,33741963
Hawaii,7/1/2014,39261529
Hawaii,8/1/2014,39664016
Hawaii,9/1/2014,38122601
Hawaii,10/1/2014,39259859
Hawaii,11/1/2014,36576946
Hawaii,12/1/2014,38696882
Hawaii,1/1/2015,36739889
Hawaii,2/1/2015,35875882
Hawaii,3/1/2015,39099281
Hawaii,4/1/2015,38586870
Hawaii,5/1/2015,39402603
Hawaii,6/1/2015,38645451
Hawaii,7/1/2015,40211100
Hawaii,8/1/2015,41185959
Hawaii,9/1/2015,38601755
Hawaii,10/1/2015,39757810
Hawaii,11/1/2015,37703940
Hawaii,12/1/2015,40266026
Hawaii,1/1/2016,17550085
Hawaii,2/1/2016,59118022
Hawaii,3/1/2016,39406365
Hawaii,4/1/2016,41412257
Hawaii,5/1/2016,40625502
Hawaii,6/1/2016,39236666
Hawaii,7/1/2016,40383815
Hawaii,8/1/2016,39791724
Hawaii,9/1/2016,41675957
Hawaii,10/1/2016,18912926
Hawaii,11/1/2016,49429479
Hawaii,12/1/2016,48732167
Hawaii,1/1/2017,39389327
Hawaii,2/1/2017,36104484
Hawaii,3/1/2017,40344915
Hawaii,4/1/2017,39886944
Hawaii,5/1/2017,40081652
Hawaii,6/1/2017,40094776
Hawaii,7/1/2017,40142260
Hawaii,8/1/2017,41705676
Hawaii,9/1/2017,39090586
Hawaii,10/1/2017,40062846
Hawaii,11/1/2017,37958884
Hawaii,12/1/2017,39452142
Hawaii,1/1/2018,38971147
Hawaii,2/1/2018,35205951
Hawaii,3/1/2018,39952273
Hawaii,4/1/2018,39310865
Hawaii,5/1/2018,40673909
Hawaii,6/1/2018,39296622
Hawaii,7/1/2018,40522400
Idaho,1/1/2012,54007932
Idaho,2/1/2012,56804426
Idaho,3/1/2012,53097801
Idaho,4/1/2012,52995825
Idaho,5/1/2012,54849132
Idaho,6/1/2012,53897465
Idaho,7/1/2012,60329240
Idaho,8/1/2012,61681229
Idaho,9/1/2012,67479483
Idaho,10/1/2012,68936272
Idaho,11/1/2012,67061867
Idaho,12/1/2012,53470141
Idaho,1/1/2013,52697549
Idaho,2/1/2013,56836266
Idaho,3/1/2013,56217279
Idaho,4/1/2013,47877922
Idaho,5/1/2013,55321947
Idaho,6/1/2013,56063708
Idaho,7/1/2013,62585438
Idaho,8/1/2013,61992716
Idaho,9/1/2013,69467882
Idaho,10/1/2013,69077303
Idaho,11/1/2013,57728933
Idaho,12/1/2013,64399228
Idaho,1/1/2014,55187532
Idaho,2/1/2014,59876404
Idaho,3/1/2014,56403711
Idaho,4/1/2014,50359192
Idaho,5/1/2014,53580003
Idaho,6/1/2014,58985313
Idaho,7/1/2014,63637408
Idaho,8/1/2014,63420985
Idaho,9/1/2014,73193850
Idaho,10/1/2014,69500843
Idaho,11/1/2014,57365792
Idaho,12/1/2014,63915882
Idaho,1/1/2015,55306349
Idaho,2/1/2015,60109929
Idaho,3/1/2015,58480717
Idaho,4/1/2015,54547192
Idaho,5/1/2015,60027145
Idaho,6/1/2015,61116982
Idaho,7/1/2015,64605156
Idaho,8/1/2015,69575869
Idaho,9/1/2015,83697210
Idaho,10/1/2015,74078522
Idaho,11/1/2015,79304087
Idaho,12/1/2015,79628985
Idaho,1/1/2016,53258074
Idaho,2/1/2016,70642203
Idaho,3/1/2016,56429568
Idaho,4/1/2016,59398393
Idaho,5/1/2016,62947763
Idaho,6/1/2016,70938566
Idaho,7/1/2016,59538414
Idaho,8/1/2016,74830757
Idaho,9/1/2016,84679744
Idaho,10/1/2016,71732886
Idaho,11/1/2016,68269286
Idaho,12/1/2016,68487454
Idaho,1/1/2017,63928136
Idaho,2/1/2017,60764057
Idaho,3/1/2017,64984247
Idaho,4/1/2017,50540667
Idaho,5/1/2017,63582518
Idaho,6/1/2017,74270692
Idaho,7/1/2017,70315945
Idaho,8/1/2017,74358516
Idaho,9/1/2017,80960788
Idaho,10/1/2017,79120811
Idaho,11/1/2017,69241889
Idaho,12/1/2017,70951665
Idaho,1/1/2018,62086025
Idaho,2/1/2018,64568901
Idaho,3/1/2018,68072495
Idaho,4/1/2018,53763398
Idaho,5/1/2018,62519931
Idaho,6/1/2018,70005190
Idaho,7/1/2018,78481909
Illinois,1/1/2012,379362937
Illinois,2/1/2012,370554320
Illinois,3/1/2012,369638226
Illinois,4/1/2012,397538070
Illinois,5/1/2012,403617559
Illinois,6/1/2012,394244046
Illinois,7/1/2012,396643819
Illinois,8/1/2012,400421813
Illinois,9/1/2012,368590741
Illinois,10/1/2012,398179506
Illinois,11/1/2012,381730433
Illinois,12/1/2012,391366225
Illinois,1/1/2013,370648706
Illinois,2/1/2013,357131394
Illinois,3/1/2013,323301395
Illinois,4/1/2013,433550171
Illinois,5/1/2013,381518897
Illinois,6/1/2013,423416102
Illinois,7/1/2013,396024203
Illinois,8/1/2013,378556172
Illinois,9/1/2013,397342407
Illinois,10/1/2013,380728059
Illinois,11/1/2013,398042054
Illinois,12/1/2013,402032906
Illinois,1/1/2014,365561952
Illinois,2/1/2014,317718567
Illinois,3/1/2014,368194377
Illinois,4/1/2014,401954229
Illinois,5/1/2014,447406567
Illinois,6/1/2014,394789099
Illinois,7/1/2014,388974869
Illinois,8/1/2014,335633062
Illinois,9/1/2014,412486592
Illinois,10/1/2014,407054074
Illinois,11/1/2014,399081681
Illinois,12/1/2014,421991408
Illinois,1/1/2015,386736943
Illinois,2/1/2015,364184378
Illinois,3/1/2015,393492692
Illinois,4/1/2015,389905847
Illinois,5/1/2015,408963925
Illinois,6/1/2015,404980326
Illinois,7/1/2015,414292529
Illinois,8/1/2015,409544284
Illinois,9/1/2015,391096813
Illinois,10/1/2015,563482071
Illinois,11/1/2015,484298538
Illinois,12/1/2015,505995085
Illinois,1/1/2016,400478695
Illinois,2/1/2016,372208397
Illinois,3/1/2016,411386248
Illinois,4/1/2016,403102787
Illinois,5/1/2016,419562554
Illinois,6/1/2016,414479525
Illinois,7/1/2016,423075497
Illinois,8/1/2016,423014902
Illinois,9/1/2016,403690266
Illinois,10/1/2016,418057893
Illinois,11/1/2016,399454371
Illinois,12/1/2016,408846312
Illinois,1/1/2017,385632883
Illinois,2/1/2017,357907704
Illinois,3/1/2017,411468503
Illinois,4/1/2017,396430429
Illinois,5/1/2017,425951272
Illinois,6/1/2017,425864926
Illinois,7/1/2017,418204077
Illinois,8/1/2017,429330431
Illinois,9/1/2017,396588548
Illinois,10/1/2017,413476081
Illinois,11/1/2017,430075210
Illinois,12/1/2017,419801522
Illinois,1/1/2018,399997968
Illinois,2/1/2018,361057323
Illinois,3/1/2018,408334823
Illinois,4/1/2018,400552026
Illinois,5/1/2018,428167542
Illinois,6/1/2018,412352078
Illinois,7/1/2018,416515565
Indiana,1/1/2012,233810824
Indiana,2/1/2012,234953777
Indiana,3/1/2012,252866443
Indiana,4/1/2012,246536909
Indiana,5/1/2012,266041471
Indiana,6/1/2012,262492050
Indiana,7/1/2012,264606558
Indiana,8/1/2012,266885985
Indiana,9/1/2012,239886209
Indiana,10/1/2012,256748920
Indiana,11/1/2012,247550124
Indiana,12/1/2012,246966251
Indiana,1/1/2013,237083682
Indiana,2/1/2013,222056756
Indiana,3/1/2013,248897236
Indiana,4/1/2013,248879205
Indiana,5/1/2013,269260180
Indiana,6/1/2013,259848158
Indiana,7/1/2013,268905364
Indiana,8/1/2013,270083530
Indiana,9/1/2013,249811445
Indiana,10/1/2013,263164728
Indiana,11/1/2013,251665600
Indiana,12/1/2013,251340574
Indiana,1/1/2014,226887616
Indiana,2/1/2014,221037985
Indiana,3/1/2014,248606290
Indiana,4/1/2014,249458330
Indiana,5/1/2014,268304226
Indiana,6/1/2014,262414928
Indiana,7/1/2014,271607173
Indiana,8/1/2014,268399613
Indiana,9/1/2014,255951240
Indiana,10/1/2014,265021034
Indiana,11/1/2014,253064886
Indiana,12/1/2014,262847764
Indiana,1/1/2015,247129932
Indiana,2/1/2015,228910247
Indiana,3/1/2015,256619902
Indiana,4/1/2015,261591519
Indiana,5/1/2015,276738852
Indiana,6/1/2015,265196316
Indiana,7/1/2015,285837380
Indiana,8/1/2015,278544010
Indiana,9/1/2015,264821577
Indiana,10/1/2015,272529927
Indiana,11/1/2015,257908768
Indiana,12/1/2015,262147603
Indiana,1/1/2016,251513764
Indiana,2/1/2016,243892116
Indiana,3/1/2016,255432683
Indiana,4/1/2016,265684261
Indiana,5/1/2016,279418332
Indiana,6/1/2016,281016135
Indiana,7/1/2016,273009979
Indiana,8/1/2016,287999805
Indiana,9/1/2016,267455138
Indiana,10/1/2016,274902912
Indiana,11/1/2016,265259682
Indiana,12/1/2016,269299900
Indiana,1/1/2017,251279168
Indiana,2/1/2017,233423717
Indiana,3/1/2017,269780907
Indiana,4/1/2017,266043027
Indiana,5/1/2017,286691146
Indiana,6/1/2017,287010971
Indiana,7/1/2017,278867023
Indiana,8/1/2017,289907922
Indiana,9/1/2017,266928746
Indiana,10/1/2017,273495584
Indiana,11/1/2017,264908079
Indiana,12/1/2017,268019509
Indiana,1/1/2018,248588731
Indiana,2/1/2018,232715452
Indiana,3/1/2018,266584728
Indiana,4/1/2018,261009058
Indiana,5/1/2018,285825489
Indiana,6/1/2018,276214325
Indiana,7/1/2018,279954438
Iowa,1/1/2012,127229113
Iowa,2/1/2012,121612048
Iowa,3/1/2012,132715775
Iowa,4/1/2012,132444557
Iowa,5/1/2012,146093156
Iowa,6/1/2012,143685018
Iowa,7/1/2012,144809913
Iowa,8/1/2012,146296331
Iowa,9/1/2012,132192499
Iowa,10/1/2012,141899365
Iowa,11/1/2012,133758758
Iowa,12/1/2012,133981840
Iowa,1/1/2013,125458979
Iowa,2/1/2013,115868284
Iowa,3/1/2013,129712812
Iowa,4/1/2013,134366790
Iowa,5/1/2013,138008706
Iowa,6/1/2013,142551606
Iowa,7/1/2013,158411032
Iowa,8/1/2013,139065957
Iowa,9/1/2013,141059508
Iowa,10/1/2013,143321662
Iowa,11/1/2013,136345592
Iowa,12/1/2013,139257285
Iowa,1/1/2014,127600420
Iowa,2/1/2014,116464122
Iowa,3/1/2014,133924338
Iowa,4/1/2014,136186845
Iowa,5/1/2014,155620818
Iowa,6/1/2014,144850587
Iowa,7/1/2014,149132209
Iowa,8/1/2014,147126483
Iowa,9/1/2014,138016979
Iowa,10/1/2014,145217788
Iowa,11/1/2014,137880906
Iowa,12/1/2014,145570154
Iowa,1/1/2015,132588606
Iowa,2/1/2015,126682450
Iowa,3/1/2015,129862942
Iowa,4/1/2015,136549997
Iowa,5/1/2015,146322431
Iowa,6/1/2015,142981103
Iowa,7/1/2015,148620975
Iowa,8/1/2015,146520258
Iowa,9/1/2015,134118495
Iowa,10/1/2015,147310183
Iowa,11/1/2015,133916884
Iowa,12/1/2015,139684628
Iowa,1/1/2016,140417242
Iowa,2/1/2016,125999453
Iowa,3/1/2016,138951580
Iowa,4/1/2016,142190524
Iowa,5/1/2016,151835634
Iowa,6/1/2016,153467095
Iowa,7/1/2016,147996847
Iowa,8/1/2016,160916586
Iowa,9/1/2016,145197046
Iowa,10/1/2016,147885991
Iowa,11/1/2016,149173339
Iowa,12/1/2016,145746578
Iowa,1/1/2017,116709312
Iowa,2/1/2017,124906049
Iowa,3/1/2017,136309756
Iowa,4/1/2017,140910809
Iowa,5/1/2017,143102840
Iowa,6/1/2017,138488097
Iowa,7/1/2017,147700853
Iowa,8/1/2017,160566495
Iowa,9/1/2017,140633981
Iowa,10/1/2017,156914835
Iowa,11/1/2017,141338144
Iowa,12/1/2017,137809540
Iowa,1/1/2018,133344190
Iowa,2/1/2018,118236178
Iowa,3/1/2018,135061893
Iowa,4/1/2018,134384775
Iowa,5/1/2018,152430349
Iowa,6/1/2018,147765101
Iowa,7/1/2018,170699314
Kansas,1/1/2012,103289900
Kansas,2/1/2012,101421352
Kansas,3/1/2012,108878820
Kansas,4/1/2012,107705519
Kansas,5/1/2012,116907772
Kansas,6/1/2012,113564809
Kansas,7/1/2012,110962313
Kansas,8/1/2012,113311433
Kansas,9/1/2012,106180417
Kansas,10/1/2012,111732236
Kansas,11/1/2012,105549120
Kansas,12/1/2012,107477682
Kansas,1/1/2013,101376231
Kansas,2/1/2013,92594634
Kansas,3/1/2013,105830323
Kansas,4/1/2013,107799349
Kansas,5/1/2013,114513504
Kansas,6/1/2013,112708702
Kansas,7/1/2013,112013805
Kansas,8/1/2013,114730516
Kansas,9/1/2013,107100481
Kansas,10/1/2013,112239512
Kansas,11/1/2013,107519302
Kansas,12/1/2013,110148489
Kansas,1/1/2014,103185650
Kansas,2/1/2014,90298154
Kansas,3/1/2014,103851557
Kansas,4/1/2014,103723976
Kansas,5/1/2014,114828756
Kansas,6/1/2014,105308682
Kansas,7/1/2014,113094787
Kansas,8/1/2014,112570353
Kansas,9/1/2014,103311075
Kansas,10/1/2014,109835849
Kansas,11/1/2014,106260762
Kansas,12/1/2014,108705305
Kansas,1/1/2015,105268076
Kansas,2/1/2015,99582564
Kansas,3/1/2015,107343457
Kansas,4/1/2015,108350902
Kansas,5/1/2015,113593172
Kansas,6/1/2015,113225021
Kansas,7/1/2015,113820980
Kansas,8/1/2015,92837734
Kansas,9/1/2015,105729525
Kansas,10/1/2015,113133592
Kansas,11/1/2015,105813177
Kansas,12/1/2015,111658740
Kansas,1/1/2016,102489406
Kansas,2/1/2016,102638680
Kansas,3/1/2016,108193099
Kansas,4/1/2016,110422517
Kansas,5/1/2016,99226866
Kansas,6/1/2016,102939557
Kansas,7/1/2016,99991045
Kansas,8/1/2016,112058399
Kansas,9/1/2016,112728434
Kansas,10/1/2016,113475191
Kansas,11/1/2016,111481410
Kansas,12/1/2016,114684688
Kansas,1/1/2017,103230960
Kansas,2/1/2017,96757912
Kansas,3/1/2017,103596974
Kansas,4/1/2017,108169856
Kansas,5/1/2017,104706962
Kansas,6/1/2017,119759823
Kansas,7/1/2017,115887600
Kansas,8/1/2017,120030809
Kansas,9/1/2017,110393405
Kansas,10/1/2017,115097096
Kansas,11/1/2017,107053015
Kansas,12/1/2017,115313918
Kansas,1/1/2018,103975519
Kansas,2/1/2018,98033595
Kansas,3/1/2018,113667136
Kansas,4/1/2018,100116671
Kansas,5/1/2018,121838297
Kansas,6/1/2018,119377367
Kansas,7/1/2018,118045370
Kentucky,1/1/2012,165559721
Kentucky,2/1/2012,165831606
Kentucky,3/1/2012,185329404
Kentucky,4/1/2012,177622372
Kentucky,5/1/2012,191211035
Kentucky,6/1/2012,186422148
Kentucky,7/1/2012,183831425
Kentucky,8/1/2012,190183201
Kentucky,9/1/2012,171250212
Kentucky,10/1/2012,184456500
Kentucky,11/1/2012,173999216
Kentucky,12/1/2012,172040319
Kentucky,1/1/2013,164073515
Kentucky,2/1/2013,156237933
Kentucky,3/1/2013,179729206
Kentucky,4/1/2013,177650196
Kentucky,5/1/2013,188192317
Kentucky,6/1/2013,181287301
Kentucky,7/1/2013,185109063
Kentucky,8/1/2013,188509212
Kentucky,9/1/2013,174560920
Kentucky,10/1/2013,181737776
Kentucky,11/1/2013,175004332
Kentucky,12/1/2013,171059668
Kentucky,1/1/2014,163210141
Kentucky,2/1/2014,152512214
Kentucky,3/1/2014,172602220
Kentucky,4/1/2014,177107289
Kentucky,5/1/2014,187778856
Kentucky,6/1/2014,181722825
Kentucky,7/1/2014,184425272
Kentucky,8/1/2014,185146711
Kentucky,9/1/2014,174051515
Kentucky,10/1/2014,182676120
Kentucky,11/1/2014,174597073
Kentucky,12/1/2014,180634979
Kentucky,1/1/2015,171172691
Kentucky,2/1/2015,152059861
Kentucky,3/1/2015,176134805
Kentucky,4/1/2015,183315344
Kentucky,5/1/2015,191733450
Kentucky,6/1/2015,187241062
Kentucky,7/1/2015,194607977
Kentucky,8/1/2015,195429537
Kentucky,9/1/2015,182477485
Kentucky,10/1/2015,189395099
Kentucky,11/1/2015,178600910
Kentucky,12/1/2015,182578001
Kentucky,1/1/2016,168053326
Kentucky,2/1/2016,166741591
Kentucky,3/1/2016,187887965
Kentucky,4/1/2016,186757702
Kentucky,5/1/2016,194113601
Kentucky,6/1/2016,194589718
Kentucky,7/1/2016,199287467
Kentucky,8/1/2016,201188200
Kentucky,9/1/2016,191395480
Kentucky,10/1/2016,191862458
Kentucky,11/1/2016,185038752
Kentucky,12/1/2016,187008899
Kentucky,1/1/2017,172260952
Kentucky,2/1/2017,159991807
Kentucky,3/1/2017,190369992
Kentucky,4/1/2017,185719862
Kentucky,5/1/2017,196540309
Kentucky,6/1/2017,194417320
Kentucky,7/1/2017,196919394
Kentucky,8/1/2017,203478427
Kentucky,9/1/2017,184441001
Kentucky,10/1/2017,193211467
Kentucky,11/1/2017,180709129
Kentucky,12/1/2017,186649791
Kentucky,1/1/2018,169004772
Kentucky,2/1/2018,161507006
Kentucky,3/1/2018,190403882
Kentucky,4/1/2018,183932824
Kentucky,5/1/2018,201079761
Kentucky,6/1/2018,194142379
Kentucky,7/1/2018,198291018
Louisiana,1/1/2012,180087910
Louisiana,2/1/2012,179334763
Louisiana,3/1/2012,201504203
Louisiana,4/1/2012,189850281
Louisiana,5/1/2012,199122678
Louisiana,6/1/2012,187217915
Louisiana,7/1/2012,170602375
Louisiana,8/1/2012,192887121
Louisiana,9/1/2012,180269731
Louisiana,10/1/2012,192915870
Louisiana,11/1/2012,186155411
Louisiana,12/1/2012,187958148
Louisiana,1/1/2013,162522743
Louisiana,2/1/2013,174284574
Louisiana,3/1/2013,202721270
Louisiana,4/1/2013,195386228
Louisiana,5/1/2013,205846039
Louisiana,6/1/2013,196187566
Louisiana,7/1/2013,197058313
Louisiana,8/1/2013,202279502
Louisiana,9/1/2013,189182679
Louisiana,10/1/2013,201740267
Louisiana,11/1/2013,185179702
Louisiana,12/1/2013,189616994
Louisiana,1/1/2014,181850683
Louisiana,2/1/2014,169561382
Louisiana,3/1/2014,188180479
Louisiana,4/1/2014,194070114
Louisiana,5/1/2014,202305267
Louisiana,6/1/2014,168624358
Louisiana,7/1/2014,199640690
Louisiana,8/1/2014,202089193
Louisiana,9/1/2014,61510105
Louisiana,10/1/2014,136200516
Louisiana,11/1/2014,134250284
Louisiana,12/1/2014,147936014
Louisiana,1/1/2015,190056139
Louisiana,2/1/2015,178395820
Louisiana,3/1/2015,206413071
Louisiana,4/1/2015,197432230
Louisiana,5/1/2015,202550164
Louisiana,6/1/2015,198256090
Louisiana,7/1/2015,208602944
Louisiana,8/1/2015,204076511
Louisiana,9/1/2015,196100935
Louisiana,10/1/2015,199912920
Louisiana,11/1/2015,178992233
Louisiana,12/1/2015,203057014
Louisiana,1/1/2016,191195388
Louisiana,2/1/2016,189026059
Louisiana,3/1/2016,204568117
Louisiana,4/1/2016,167255536
Louisiana,5/1/2016,205275746
Louisiana,6/1/2016,200817979
Louisiana,7/1/2016,171379195
Louisiana,8/1/2016,163417173
Louisiana,9/1/2016,203139449
Louisiana,10/1/2016,205408580
Louisiana,11/1/2016,199094553
Louisiana,12/1/2016,199561302
Louisiana,1/1/2017,187497960
Louisiana,2/1/2017,182140788
Louisiana,3/1/2017,211898993
Louisiana,4/1/2017,200942571
Louisiana,5/1/2017,199901239
Louisiana,6/1/2017,196916845
Louisiana,7/1/2017,198653366
Louisiana,8/1/2017,188995357
Louisiana,9/1/2017,190735571
Louisiana,10/1/2017,149722980
Louisiana,11/1/2017,117794419
Louisiana,12/1/2017,193707758
Louisiana,1/1/2018,180653596
Louisiana,2/1/2018,169224327
Louisiana,3/1/2018,153093628
Louisiana,4/1/2018,188816895
Louisiana,5/1/2018,216329230
Louisiana,6/1/2018,198251734
Louisiana,7/1/2018,202464556
Maine,1/1/2012,54186055
Maine,2/1/2012,51639399
Maine,3/1/2012,47709876
Maine,4/1/2012,52438152
Maine,5/1/2012,52245526
Maine,6/1/2012,57428013
Maine,7/1/2012,59117843
Maine,8/1/2012,65521988
Maine,9/1/2012,66565699
Maine,10/1/2012,56899661
Maine,11/1/2012,57113291
Maine,12/1/2012,52778538
Maine,1/1/2013,53770547
Maine,2/1/2013,51971867
Maine,3/1/2013,45580301
Maine,4/1/2013,50964999
Maine,5/1/2013,49369832
Maine,6/1/2013,69483826
Maine,7/1/2013,70904129
Maine,8/1/2013,62414005
Maine,9/1/2013,81241449
Maine,10/1/2013,86007214
Maine,11/1/2013,97737617
Maine,12/1/2013,36945586
Maine,1/1/2014,63868680
Maine,2/1/2014,60982275
Maine,3/1/2014,61422572
Maine,4/1/2014,61427874
Maine,5/1/2014,35055921
Maine,6/1/2014,91544870
Maine,7/1/2014,68224640
Maine,8/1/2014,79148564
Maine,9/1/2014,77964698
Maine,10/1/2014,68165820
Maine,11/1/2014,56471162
Maine,12/1/2014,77569481
Maine,1/1/2015,62713836
Maine,2/1/2015,19892120
Maine,3/1/2015,86680126
Maine,4/1/2015,72156331
Maine,5/1/2015,72608013
Maine,6/1/2015,55307761
Maine,7/1/2015,69762091
Maine,8/1/2015,90778590
Maine,9/1/2015,76536860
Maine,10/1/2015,60714548
Maine,11/1/2015,65403572
Maine,12/1/2015,48972436
Maine,1/1/2016,96630677
Maine,2/1/2016,59951231
Maine,3/1/2016,63519436
Maine,4/1/2016,15453153
Maine,5/1/2016,108683802
Maine,6/1/2016,69752405
Maine,7/1/2016,40659271
Maine,8/1/2016,114408024
Maine,9/1/2016,80822007
Maine,10/1/2016,58924696
Maine,11/1/2016,83389128
Maine,12/1/2016,65951779
Maine,1/1/2017,67889184
Maine,2/1/2017,58370245
Maine,3/1/2017,61866818
Maine,4/1/2017,24743146
Maine,5/1/2017,102377823
Maine,6/1/2017,71279909
Maine,7/1/2017,14588860
Maine,8/1/2017,139774816
Maine,9/1/2017,156283126
Maine,10/1/2017,76731229
Maine,11/1/2017,54659914
Maine,12/1/2017,72774809
Maine,1/1/2018,52717250
Maine,2/1/2018,55670080
Maine,3/1/2018,77031618
Maine,4/1/2018,4137076
Maine,5/1/2018,101012536
Maine,6/1/2018,25398421
Maine,7/1/2018,14168254
Maryland,1/1/2012,232811866
Maryland,2/1/2012,198367902
Maryland,3/1/2012,230105592
Maryland,4/1/2012,214296356
Maryland,5/1/2012,224130973
Maryland,6/1/2012,233870382
Maryland,7/1/2012,237370090
Maryland,8/1/2012,210407184
Maryland,9/1/2012,229663130
Maryland,10/1/2012,245802167
Maryland,11/1/2012,225542288
Maryland,12/1/2012,243760266
Maryland,1/1/2013,224777689
Maryland,2/1/2013,211499874
Maryland,3/1/2013,221498794
Maryland,4/1/2013,230012278
Maryland,5/1/2013,270000955
Maryland,6/1/2013,249020823
Maryland,7/1/2013,235039208
Maryland,8/1/2013,233527749
Maryland,9/1/2013,243624569
Maryland,10/1/2013,243535024
Maryland,11/1/2013,221553509
Maryland,12/1/2013,237184868
Maryland,1/1/2014,221393729
Maryland,2/1/2014,198475518
Maryland,3/1/2014,219026297
Maryland,4/1/2014,226486165
Maryland,5/1/2014,239673825
Maryland,6/1/2014,245816119
Maryland,7/1/2014,243883650
Maryland,8/1/2014,233518798
Maryland,9/1/2014,230856214
Maryland,10/1/2014,216698356
Maryland,11/1/2014,222466284
Maryland,12/1/2014,256091415
Maryland,1/1/2015,208795934
Maryland,2/1/2015,206241109
Maryland,3/1/2015,229788149
Maryland,4/1/2015,236343104
Maryland,5/1/2015,251289326
Maryland,6/1/2015,252064751
Maryland,7/1/2015,222367706
Maryland,8/1/2015,305858814
Maryland,9/1/2015,225601772
Maryland,10/1/2015,260184447
Maryland,11/1/2015,223958892
Maryland,12/1/2015,240172503
Maryland,1/1/2016,207334244
Maryland,2/1/2016,211915402
Maryland,3/1/2016,243115862
Maryland,4/1/2016,214871976
Maryland,5/1/2016,232373673
Maryland,6/1/2016,236769903
Maryland,7/1/2016,241352340
Maryland,8/1/2016,240704213
Maryland,9/1/2016,257000108
Maryland,10/1/2016,234751175
Maryland,11/1/2016,219089914
Maryland,12/1/2016,235005464
Maryland,1/1/2017,210592568
Maryland,2/1/2017,186911624
Maryland,3/1/2017,279200541
Maryland,4/1/2017,225983074
Maryland,5/1/2017,227600631
Maryland,6/1/2017,240324533
Maryland,7/1/2017,219431593
Maryland,8/1/2017,241674218
Maryland,9/1/2017,226211751
Maryland,10/1/2017,240169570
Maryland,11/1/2017,235432047
Maryland,12/1/2017,231107502
Maryland,1/1/2018,211252949
Maryland,2/1/2018,195634009
Maryland,3/1/2018,246573151
Maryland,4/1/2018,222925258
Maryland,5/1/2018,241305637
Maryland,6/1/2018,231547461
Maryland,7/1/2018,233285427
Massachusetts,1/1/2012,217439766
Massachusetts,2/1/2012,226552225
Massachusetts,3/1/2012,227961589
Massachusetts,4/1/2012,222374303
Massachusetts,5/1/2012,237915349
Massachusetts,6/1/2012,252191440
Massachusetts,7/1/2012,240170575
Massachusetts,8/1/2012,244441781
Massachusetts,9/1/2012,224257224
Massachusetts,10/1/2012,236279288
Massachusetts,11/1/2012,222927676
Massachusetts,12/1/2012,227241092
Massachusetts,1/1/2013,220102148
Massachusetts,2/1/2013,197310630
Massachusetts,3/1/2013,224250888
Massachusetts,4/1/2013,223544509
Massachusetts,5/1/2013,234975121
Massachusetts,6/1/2013,237921846
Massachusetts,7/1/2013,236943854
Massachusetts,8/1/2013,252671250
Massachusetts,9/1/2013,224418946
Massachusetts,10/1/2013,234823702
Massachusetts,11/1/2013,225868328
Massachusetts,12/1/2013,229432466
Massachusetts,1/1/2014,218641933
Massachusetts,2/1/2014,200058369
Massachusetts,3/1/2014,225611281
Massachusetts,4/1/2014,220225165
Massachusetts,5/1/2014,238360155
Massachusetts,6/1/2014,235135203
Massachusetts,7/1/2014,239297763
Massachusetts,8/1/2014,242812423
Massachusetts,9/1/2014,227343974
Massachusetts,10/1/2014,234863767
Massachusetts,11/1/2014,227990140
Massachusetts,12/1/2014,231726791
Massachusetts,1/1/2015,237997959
Massachusetts,2/1/2015,203285678
Massachusetts,3/1/2015,231192209
Massachusetts,4/1/2015,220380418
Massachusetts,5/1/2015,241931815
Massachusetts,6/1/2015,237456732
Massachusetts,7/1/2015,244609489
Massachusetts,8/1/2015,245987431
Massachusetts,9/1/2015,228480694
Massachusetts,10/1/2015,236038086
Massachusetts,11/1/2015,228446120
Massachusetts,12/1/2015,212640661
Massachusetts,1/1/2016,240853935
Massachusetts,2/1/2016,212840105
Massachusetts,3/1/2016,236278438
Massachusetts,4/1/2016,220380418
Massachusetts,5/1/2016,247254315
Massachusetts,6/1/2016,243630607
Massachusetts,7/1/2016,250235507
Massachusetts,8/1/2016,251891129
Massachusetts,9/1/2016,238364468
Massachusetts,10/1/2016,244995770
Massachusetts,11/1/2016,214948566
Massachusetts,12/1/2016,244195667
Massachusetts,1/1/2017,218155892
Massachusetts,2/1/2017,218506745
Massachusetts,3/1/2017,225373053
Massachusetts,4/1/2017,227900657
Massachusetts,5/1/2017,239707726
Massachusetts,6/1/2017,244589555
Massachusetts,7/1/2017,241523065
Massachusetts,8/1/2017,248747033
Massachusetts,9/1/2017,232546955
Massachusetts,10/1/2017,241321482
Massachusetts,11/1/2017,233170039
Massachusetts,12/1/2017,237284178
Massachusetts,1/1/2018,215211511
Massachusetts,2/1/2018,216913044
Massachusetts,3/1/2018,230216695
Massachusetts,4/1/2018,220832588
Massachusetts,5/1/2018,245036375
Massachusetts,6/1/2018,244450983
Massachusetts,7/1/2018,247203354
Michigan,1/1/2012,345453307
Michigan,2/1/2012,342454332
Michigan,3/1/2012,342819698
