State,Date,Value
Michigan,4/1/2012,377138908
Michigan,5/1/2012,392132382
Michigan,6/1/2012,366122061
Michigan,7/1/2012,370651300
Michigan,8/1/2012,465095122
Michigan,9/1/2012,328346248
Michigan,10/1/2012,396628097
Michigan,11/1/2012,368479213
Michigan,12/1/2012,364918181
Michigan,1/1/2013,377482060
Michigan,2/1/2013,312696778
Michigan,3/1/2013,380944016
Michigan,4/1/2013,354192912
Michigan,5/1/2013,400166693
Michigan,6/1/2013,382925843
Michigan,7/1/2013,402115681
Michigan,8/1/2013,411210983
Michigan,9/1/2013,383449322
Michigan,10/1/2013,411604838
Michigan,11/1/2013,357344733
Michigan,12/1/2013,418585519
Michigan,1/1/2014,352876911
Michigan,2/1/2014,352771199
Michigan,3/1/2014,368720214
Michigan,4/1/2014,356530829
Michigan,5/1/2014,414052927
Michigan,6/1/2014,397423942
Michigan,7/1/2014,407420468
Michigan,8/1/2014,419401086
Michigan,9/1/2014,377697884
Michigan,10/1/2014,403801756
Michigan,11/1/2014,363311678
Michigan,12/1/2014,405484286
Michigan,1/1/2015,409798988
Michigan,2/1/2015,287365130
Michigan,3/1/2015,397997007
Michigan,4/1/2015,370810644
Michigan,5/1/2015,329531951
Michigan,6/1/2015,428490006
Michigan,7/1/2015,471637945
Michigan,8/1/2015,419640600
Michigan,9/1/2015,397886109
Michigan,10/1/2015,414796770
Michigan,11/1/2015,383449007
Michigan,12/1/2015,388308244
Michigan,1/1/2016,376116153
Michigan,2/1/2016,370678758
Michigan,3/1/2016,405956947
Michigan,4/1/2016,382305774
Michigan,5/1/2016,338099782
Michigan,6/1/2016,439202256
Michigan,7/1/2016,480599066
Michigan,8/1/2016,437282949
Michigan,9/1/2016,412634258
Michigan,10/1/2016,398779239
Michigan,11/1/2016,396880013
Michigan,12/1/2016,394238407
Michigan,1/1/2017,368969946
Michigan,2/1/2017,363635862
Michigan,3/1/2017,377175749
Michigan,4/1/2017,364399956
Michigan,5/1/2017,429284586
Michigan,6/1/2017,429801549
Michigan,7/1/2017,429870002
Michigan,8/1/2017,442866402
Michigan,9/1/2017,411783056
Michigan,10/1/2017,423460957
Michigan,11/1/2017,401245553
Michigan,12/1/2017,399038972
Michigan,1/1/2018,389472889
Michigan,2/1/2018,354362026
Michigan,3/1/2018,397704585
Michigan,4/1/2018,373327088
Michigan,5/1/2018,429855711
Michigan,6/1/2018,432380358
Michigan,7/1/2018,432449222
Minnesota,1/1/2012,243007651
Minnesota,2/1/2012,168066735
Minnesota,3/1/2012,219697361
Minnesota,4/1/2012,178868800
Minnesota,5/1/2012,248114489
Minnesota,6/1/2012,225535939
Minnesota,7/1/2012,233558557
Minnesota,8/1/2012,225762734
Minnesota,9/1/2012,204964913
Minnesota,10/1/2012,219341476
Minnesota,11/1/2012,203379160
Minnesota,12/1/2012,208963305
Minnesota,1/1/2013,202727340
Minnesota,2/1/2013,183268053
Minnesota,3/1/2013,201408741
Minnesota,4/1/2013,194157649
Minnesota,5/1/2013,217946271
Minnesota,6/1/2013,222218621
Minnesota,7/1/2013,227709901
Minnesota,8/1/2013,234642116
Minnesota,9/1/2013,209333126
Minnesota,10/1/2013,220057804
Minnesota,11/1/2013,212438319
Minnesota,12/1/2013,219755831
Minnesota,1/1/2014,203383755
Minnesota,2/1/2014,189541775
Minnesota,3/1/2014,199190222
Minnesota,4/1/2014,195164012
Minnesota,5/1/2014,225432809
Minnesota,6/1/2014,221707652
Minnesota,7/1/2014,233844128
Minnesota,8/1/2014,232467234
Minnesota,9/1/2014,208575553
Minnesota,10/1/2014,222236892
Minnesota,11/1/2014,213185939
Minnesota,12/1/2014,215638807
Minnesota,1/1/2015,208610761
Minnesota,2/1/2015,196605108
Minnesota,3/1/2015,203382246
Minnesota,4/1/2015,209393527
Minnesota,5/1/2015,226502526
Minnesota,6/1/2015,230879303
Minnesota,7/1/2015,243915668
Minnesota,8/1/2015,232860425
Minnesota,9/1/2015,212949099
Minnesota,10/1/2015,234639502
Minnesota,11/1/2015,211892044
Minnesota,12/1/2015,217509678
Minnesota,1/1/2016,211540061
Minnesota,2/1/2016,203965506
Minnesota,3/1/2016,207449891
Minnesota,4/1/2016,212070394
Minnesota,5/1/2016,235622111
Minnesota,6/1/2016,238011922
Minnesota,7/1/2016,240351853
Minnesota,8/1/2016,249595114
Minnesota,9/1/2016,222473110
Minnesota,10/1/2016,237922288
Minnesota,11/1/2016,219621303
Minnesota,12/1/2016,218570597
Minnesota,1/1/2017,221073822
Minnesota,2/1/2017,205591024
Minnesota,3/1/2017,214880402
Minnesota,4/1/2017,209514276
Minnesota,5/1/2017,261404749
Minnesota,6/1/2017,242991025
Minnesota,7/1/2017,241255241
Minnesota,8/1/2017,246058959
Minnesota,9/1/2017,221805691
Minnesota,10/1/2017,231051879
Minnesota,11/1/2017,221587720
Minnesota,12/1/2017,223613106
Minnesota,1/1/2018,233453956
Minnesota,2/1/2018,200432357
Minnesota,3/1/2018,210398368
Minnesota,4/1/2018,203664120
Minnesota,5/1/2018,264803011
Minnesota,6/1/2018,254889005
Minnesota,7/1/2018,254890753
Mississippi,1/1/2012,117529846
Mississippi,2/1/2012,124432147
Mississippi,3/1/2012,149365422
Mississippi,4/1/2012,135189291
Mississippi,5/1/2012,160574743
Mississippi,6/1/2012,137423114
Mississippi,7/1/2012,134823559
Mississippi,8/1/2012,146479875
Mississippi,9/1/2012,154083652
Mississippi,10/1/2012,137444201
Mississippi,11/1/2012,127696117
Mississippi,12/1/2012,132242208
Mississippi,1/1/2013,123535530
Mississippi,2/1/2013,117382755
Mississippi,3/1/2013,136090254
Mississippi,4/1/2013,152939344
Mississippi,5/1/2013,135783474
Mississippi,6/1/2013,135783474
Mississippi,7/1/2013,148156082
Mississippi,8/1/2013,148156082
Mississippi,9/1/2013,126604078
Mississippi,10/1/2013,149385835
Mississippi,11/1/2013,102652820
Mississippi,12/1/2013,151081815
Mississippi,1/1/2014,124852886
Mississippi,2/1/2014,125707449
Mississippi,3/1/2014,143266614
Mississippi,4/1/2014,137351113
Mississippi,5/1/2014,157146585
Mississippi,6/1/2014,146053933
Mississippi,7/1/2014,148156082
Mississippi,8/1/2014,148447418
Mississippi,9/1/2014,129515972
Mississippi,10/1/2014,152373552
Mississippi,11/1/2014,104603224
Mississippi,12/1/2014,154254533
Mississippi,1/1/2015,136751870
Mississippi,2/1/2015,154138130
Mississippi,3/1/2015,146688960
Mississippi,4/1/2015,152405317
Mississippi,5/1/2015,152820469
Mississippi,6/1/2015,134184958
Mississippi,7/1/2015,134270871
Mississippi,8/1/2015,142713938
Mississippi,9/1/2015,136544350
Mississippi,10/1/2015,150660981
Mississippi,11/1/2015,141113455
Mississippi,12/1/2015,154271577
Mississippi,1/1/2016,129985559
Mississippi,2/1/2016,143620906
Mississippi,3/1/2016,159376791
Mississippi,4/1/2016,146890290
Mississippi,5/1/2016,158316270
Mississippi,6/1/2016,146181717
Mississippi,7/1/2016,146181717
Mississippi,8/1/2016,152896105
Mississippi,9/1/2016,148244392
Mississippi,10/1/2016,153966635
Mississippi,11/1/2016,138618906
Mississippi,12/1/2016,147922911
Mississippi,1/1/2017,127645819
Mississippi,2/1/2017,139599521
Mississippi,3/1/2017,156029878
Mississippi,4/1/2017,146596509
Mississippi,5/1/2017,157602261
Mississippi,6/1/2017,145215931
Mississippi,7/1/2017,146035535
Mississippi,8/1/2017,152896105
Mississippi,9/1/2017,149282103
Mississippi,10/1/2017,128714195
Mississippi,11/1/2017,154507618
Mississippi,12/1/2017,133013600
Mississippi,1/1/2018,143909676
Mississippi,2/1/2018,124223601
Mississippi,3/1/2018,167194935
Mississippi,4/1/2018,141703926
Mississippi,5/1/2018,156047261
Mississippi,6/1/2018,157759863
Mississippi,7/1/2018,145651579
Missouri,1/1/2012,240278277
Missouri,2/1/2012,238013215
Missouri,3/1/2012,261208681
Missouri,4/1/2012,259602418
Missouri,5/1/2012,278009262
Missouri,6/1/2012,270315535
Missouri,7/1/2012,269194443
Missouri,8/1/2012,269833593
Missouri,9/1/2012,247017563
Missouri,10/1/2012,268091122
Missouri,11/1/2012,253379225
Missouri,12/1/2012,256673305
Missouri,1/1/2013,240061575
Missouri,2/1/2013,221387024
Missouri,3/1/2013,254115896
Missouri,4/1/2013,258136167
Missouri,5/1/2013,271184624
Missouri,6/1/2013,267657520
Missouri,7/1/2013,272612101
Missouri,8/1/2013,271474268
Missouri,9/1/2013,239289142
Missouri,10/1/2013,279487989
Missouri,11/1/2013,255925196
Missouri,12/1/2013,249340676
Missouri,1/1/2014,242453854
Missouri,2/1/2014,222334130
Missouri,3/1/2014,252216664
Missouri,4/1/2014,259595190
Missouri,5/1/2014,276378417
Missouri,6/1/2014,264868957
Missouri,7/1/2014,275644842
Missouri,8/1/2014,271323731
Missouri,9/1/2014,256696538
Missouri,10/1/2014,277969934
Missouri,11/1/2014,263920202
Missouri,12/1/2014,261542373
Missouri,1/1/2015,250606436
Missouri,2/1/2015,228329021
Missouri,3/1/2015,257457922
Missouri,4/1/2015,262229288
Missouri,5/1/2015,234448047
Missouri,6/1/2015,294454211
Missouri,7/1/2015,301099886
Missouri,8/1/2015,279842566
Missouri,9/1/2015,266415898
Missouri,10/1/2015,276573030
Missouri,11/1/2015,239136717
Missouri,12/1/2015,282235135
Missouri,1/1/2016,253009009
Missouri,2/1/2016,254642113
Missouri,3/1/2016,268725854
Missouri,4/1/2016,270975675
Missouri,5/1/2016,279684060
Missouri,6/1/2016,281432026
Missouri,7/1/2016,287468944
Missouri,8/1/2016,287038048
Missouri,9/1/2016,272516484
Missouri,10/1/2016,274879800
Missouri,11/1/2016,261301302
Missouri,12/1/2016,272000516
Missouri,1/1/2017,245959322
Missouri,2/1/2017,238039755
Missouri,3/1/2017,269286690
Missouri,4/1/2017,270706353
Missouri,5/1/2017,266397176
Missouri,6/1/2017,302347963
Missouri,7/1/2017,288132984
Missouri,8/1/2017,287319320
Missouri,9/1/2017,263176495
Missouri,10/1/2017,273534807
Missouri,11/1/2017,265592479
Missouri,12/1/2017,272277244
Missouri,1/1/2018,249377706
Missouri,2/1/2018,230002368
Missouri,3/1/2018,272174176
Missouri,4/1/2018,257219289
Missouri,5/1/2018,303311572
Missouri,6/1/2018,279909092
Missouri,7/1/2018,264404139
Montana,1/1/2012,36280005
Montana,2/1/2012,36585358
Montana,3/1/2012,38162244
Montana,4/1/2012,37721692
Montana,5/1/2012,42450595
Montana,6/1/2012,45674748
Montana,7/1/2012,54112391
Montana,8/1/2012,52642729
Montana,9/1/2012,43082024
Montana,10/1/2012,42386268
Montana,11/1/2012,38897401
Montana,12/1/2012,38162986
Montana,1/1/2013,36777560
Montana,2/1/2013,34735917
Montana,3/1/2013,38173197
Montana,4/1/2013,37989344
Montana,5/1/2013,44709186
Montana,6/1/2013,45735572
Montana,7/1/2013,54674776
Montana,8/1/2013,52209135
Montana,9/1/2013,42878076
Montana,10/1/2013,42749766
Montana,11/1/2013,40747868
Montana,12/1/2013,39914952
Montana,1/1/2014,36386507
Montana,2/1/2014,35010182
Montana,3/1/2014,37926009
Montana,4/1/2014,40164936
Montana,5/1/2014,45102582
Montana,6/1/2014,46863455
Montana,7/1/2014,55046626
Montana,8/1/2014,52938515
Montana,9/1/2014,44704819
Montana,10/1/2014,44204797
Montana,11/1/2014,40252754
Montana,12/1/2014,40146901
Montana,1/1/2015,38796293
Montana,2/1/2015,37945558
Montana,3/1/2015,40584601
Montana,4/1/2015,41706834
Montana,5/1/2015,46117954
Montana,6/1/2015,50295779
Montana,7/1/2015,56272941
Montana,8/1/2015,53277900
Montana,9/1/2015,47073009
Montana,10/1/2015,45723594
Montana,11/1/2015,41566868
Montana,12/1/2015,40620924
Montana,1/1/2016,38012611
Montana,2/1/2016,38404640
Montana,3/1/2016,42668386
Montana,4/1/2016,42832919
Montana,5/1/2016,47363054
Montana,6/1/2016,52782612
Montana,7/1/2016,57012987
Montana,8/1/2016,55771095
Montana,9/1/2016,48660582
Montana,10/1/2016,45521438
Montana,11/1/2016,42472243
Montana,12/1/2016,42458539
Montana,1/1/2017,38789427
Montana,2/1/2017,35680207
Montana,3/1/2017,41955126
Montana,4/1/2017,41983951
Montana,5/1/2017,49048596
Montana,6/1/2017,53239961
Montana,7/1/2017,58806457
Montana,8/1/2017,56956451
Montana,9/1/2017,47095302
Montana,10/1/2017,46621273
Montana,11/1/2017,41861320
Montana,12/1/2017,40465453
Montana,1/1/2018,38781779
Montana,2/1/2018,34933389
Montana,3/1/2018,41566515
Montana,4/1/2018,41545352
Montana,5/1/2018,49437839
Montana,6/1/2018,51821831
Montana,7/1/2018,59136006
Nebraska,1/1/2012,65159907
Nebraska,2/1/2012,62900657
Nebraska,3/1/2012,69551515
Nebraska,4/1/2012,68384835
Nebraska,5/1/2012,75281728
Nebraska,6/1/2012,77448103
Nebraska,7/1/2012,75999197
Nebraska,8/1/2012,74841261
Nebraska,9/1/2012,66843693
Nebraska,10/1/2012,71525395
Nebraska,11/1/2012,66889457
Nebraska,12/1/2012,67961608
Nebraska,1/1/2013,64326067
Nebraska,2/1/2013,59347984
Nebraska,3/1/2013,67011536
Nebraska,4/1/2013,67679707
Nebraska,5/1/2013,74609852
Nebraska,6/1/2013,75518918
Nebraska,7/1/2013,78493427
Nebraska,8/1/2013,77276108
Nebraska,9/1/2013,69482038
Nebraska,10/1/2013,73451054
Nebraska,11/1/2013,71378566
Nebraska,12/1/2013,74045860
Nebraska,1/1/2014,67844250
Nebraska,2/1/2014,65498512
Nebraska,3/1/2014,85151671
Nebraska,4/1/2014,71195668
Nebraska,5/1/2014,76813956
Nebraska,6/1/2014,75355640
Nebraska,7/1/2014,81614333
Nebraska,8/1/2014,76135855
Nebraska,9/1/2014,71430076
Nebraska,10/1/2014,73901561
Nebraska,11/1/2014,70429294
Nebraska,12/1/2014,74734267
Nebraska,1/1/2015,69289801
Nebraska,2/1/2015,64087773
Nebraska,3/1/2015,71895871
Nebraska,4/1/2015,73579507
Nebraska,5/1/2015,76163741
Nebraska,6/1/2015,79732968
Nebraska,7/1/2015,82468925
Nebraska,8/1/2015,80069954
Nebraska,9/1/2015,74263888
Nebraska,10/1/2015,77717799
Nebraska,11/1/2015,70852993
Nebraska,12/1/2015,71425726
Nebraska,1/1/2016,69335078
Nebraska,2/1/2016,65637351
Nebraska,3/1/2016,75208037
Nebraska,4/1/2016,73603021
Nebraska,5/1/2016,79089176
Nebraska,6/1/2016,84004633
Nebraska,7/1/2016,82405556
Nebraska,8/1/2016,81966811
Nebraska,9/1/2016,78793818
Nebraska,10/1/2016,76199296
Nebraska,11/1/2016,74933153
Nebraska,12/1/2016,77070995
Nebraska,1/1/2017,66730544
Nebraska,2/1/2017,63852683
Nebraska,3/1/2017,76761666
Nebraska,4/1/2017,73185640
Nebraska,5/1/2017,81743434
Nebraska,6/1/2017,85045992
Nebraska,7/1/2017,81751924
Nebraska,8/1/2017,85701227
Nebraska,9/1/2017,75487523
Nebraska,10/1/2017,77888417
Nebraska,11/1/2017,75196193
Nebraska,12/1/2017,77171136
Nebraska,1/1/2018,69212707
Nebraska,2/1/2018,64660680
Nebraska,3/1/2018,76150979
Nebraska,4/1/2018,72579811
Nebraska,5/1/2018,83160131
Nebraska,6/1/2018,83224194
Nebraska,7/1/2018,82242436
Nevada,1/1/2012,85218880
Nevada,2/1/2012,83833568
Nevada,3/1/2012,90526277
Nevada,4/1/2012,88588858
Nevada,5/1/2012,93307048
Nevada,6/1/2012,93469894
Nevada,7/1/2012,95733706
Nevada,8/1/2012,96219193
Nevada,9/1/2012,88528529
Nevada,10/1/2012,93392445
Nevada,11/1/2012,86416586
Nevada,12/1/2012,88379210
Nevada,1/1/2013,87220691
Nevada,2/1/2013,80579111
Nevada,3/1/2013,92546482
Nevada,4/1/2013,90746429
Nevada,5/1/2013,94514807
Nevada,6/1/2013,94160052
Nevada,7/1/2013,97584263
Nevada,8/1/2013,98272546
Nevada,9/1/2013,90759295
Nevada,10/1/2013,92698637
Nevada,11/1/2013,87032494
Nevada,12/1/2013,90798039
Nevada,1/1/2014,87444385
Nevada,2/1/2014,81351274
Nevada,3/1/2014,93428602
Nevada,4/1/2014,91637085
Nevada,5/1/2014,95059020
Nevada,6/1/2014,94280129
Nevada,7/1/2014,98001103
Nevada,8/1/2014,98876713
Nevada,9/1/2014,92026779
Nevada,10/1/2014,95517297
Nevada,11/1/2014,88921333
Nevada,12/1/2014,93451368
Nevada,1/1/2015,91921114
Nevada,2/1/2015,84576673
Nevada,3/1/2015,97859045
Nevada,4/1/2015,94691716
Nevada,5/1/2015,97743890
Nevada,6/1/2015,98912608
Nevada,7/1/2015,100200734
Nevada,8/1/2015,104869960
Nevada,9/1/2015,96900838
Nevada,10/1/2015,98180256
Nevada,11/1/2015,92768021
Nevada,12/1/2015,95341814
Nevada,1/1/2016,93455816
Nevada,2/1/2016,90946010
Nevada,3/1/2016,99133160
Nevada,4/1/2016,96010112
Nevada,5/1/2016,100706692
Nevada,6/1/2016,102455731
Nevada,7/1/2016,106629400
Nevada,8/1/2016,105926263
Nevada,9/1/2016,100592928
Nevada,10/1/2016,100635266
Nevada,11/1/2016,95572712
Nevada,12/1/2016,98657843
Nevada,1/1/2017,93628722
Nevada,2/1/2017,86769500
Nevada,3/1/2017,103360182
Nevada,4/1/2017,99583025
Nevada,5/1/2017,104693456
Nevada,6/1/2017,105606716
Nevada,7/1/2017,109026335
Nevada,8/1/2017,111537624
Nevada,9/1/2017,102752962
Nevada,10/1/2017,103718608
Nevada,11/1/2017,96600715
Nevada,12/1/2017,103649530
Nevada,1/1/2018,96294594
Nevada,2/1/2018,91283411
Nevada,3/1/2018,112834945
Nevada,4/1/2018,103040123
Nevada,5/1/2018,107269156
Nevada,6/1/2018,105207586
Nevada,7/1/2018,109561193
New Hampshire,1/1/2012,55389263
New Hampshire,2/1/2012,54171318
New Hampshire,3/1/2012,55440326
New Hampshire,4/1/2012,54170588
New Hampshire,5/1/2012,59965326
New Hampshire,6/1/2012,60377143
New Hampshire,7/1/2012,63757597
New Hampshire,8/1/2012,65344435
New Hampshire,9/1/2012,57517096
New Hampshire,10/1/2012,59625927
New Hampshire,11/1/2012,55912280
New Hampshire,12/1/2012,58293035
New Hampshire,1/1/2013,57014736
New Hampshire,2/1/2013,51089102
New Hampshire,3/1/2013,56028777
New Hampshire,4/1/2013,54557009
New Hampshire,5/1/2013,60436791
New Hampshire,6/1/2013,59982934
New Hampshire,7/1/2013,65364343
New Hampshire,8/1/2013,65587637
New Hampshire,9/1/2013,56902320
New Hampshire,10/1/2013,60928468
New Hampshire,11/1/2013,57342726
New Hampshire,12/1/2013,58951864
New Hampshire,1/1/2014,56495331
New Hampshire,2/1/2014,53050529
New Hampshire,3/1/2014,57724442
New Hampshire,4/1/2014,55237326
New Hampshire,5/1/2014,59970318
New Hampshire,6/1/2014,61197096
New Hampshire,7/1/2014,64732962
New Hampshire,8/1/2014,64106138
New Hampshire,9/1/2014,58671939
New Hampshire,10/1/2014,61421573
New Hampshire,11/1/2014,57608571
New Hampshire,12/1/2014,58793868
New Hampshire,1/1/2015,58120537
New Hampshire,2/1/2015,53115450
New Hampshire,3/1/2015,58523302
New Hampshire,4/1/2015,55437212
New Hampshire,5/1/2015,60146158
New Hampshire,6/1/2015,61133769
New Hampshire,7/1/2015,65427112
New Hampshire,8/1/2015,65204846
New Hampshire,9/1/2015,60229057
New Hampshire,10/1/2015,62534525
New Hampshire,11/1/2015,57723788
New Hampshire,12/1/2015,58735074
New Hampshire,1/1/2016,57370478
New Hampshire,2/1/2016,55611876
New Hampshire,3/1/2016,59810815
New Hampshire,4/1/2016,56304423
New Hampshire,5/1/2016,61469373
New Hampshire,6/1/2016,62723247
New Hampshire,7/1/2016,65879584
New Hampshire,8/1/2016,66769762
New Hampshire,9/1/2016,61614325
New Hampshire,10/1/2016,63847750
New Hampshire,11/1/2016,57844193
New Hampshire,12/1/2016,60898713
New Hampshire,1/1/2017,57243949
New Hampshire,2/1/2017,52865701
New Hampshire,3/1/2017,59079342
New Hampshire,4/1/2017,55551522
New Hampshire,5/1/2017,62344729
New Hampshire,6/1/2017,64069492
New Hampshire,7/1/2017,65220788
New Hampshire,8/1/2017,66631064
New Hampshire,9/1/2017,60504514
New Hampshire,10/1/2017,63498723
New Hampshire,11/1/2017,59651218
New Hampshire,12/1/2017,61034422
New Hampshire,1/1/2018,58971332
New Hampshire,2/1/2018,53294395
New Hampshire,3/1/2018,57954421
New Hampshire,4/1/2018,55822636
New Hampshire,5/1/2018,62845895
New Hampshire,6/1/2018,63465543
New Hampshire,7/1/2018,65448332
New Jersey,1/1/2012,310548581
New Jersey,2/1/2012,311313448
New Jersey,3/1/2012,345577429
New Jersey,4/1/2012,337348533
New Jersey,5/1/2012,329992429
New Jersey,6/1/2012,362286200
New Jersey,7/1/2012,364478238
New Jersey,8/1/2012,369753076
New Jersey,9/1/2012,334956267
New Jersey,10/1/2012,337550229
New Jersey,11/1/2012,321217161
New Jersey,12/1/2012,343931533
New Jersey,1/1/2013,292042838
New Jersey,2/1/2013,287528981
New Jersey,3/1/2013,339643384
New Jersey,4/1/2013,315960709
New Jersey,5/1/2013,356227312
New Jersey,6/1/2013,360771666
New Jersey,7/1/2013,368204400
New Jersey,8/1/2013,360647144
New Jersey,9/1/2013,335740830
New Jersey,10/1/2013,349091002
New Jersey,11/1/2013,334819339
New Jersey,12/1/2013,336950571
New Jersey,1/1/2014,318208481
New Jersey,2/1/2014,290732348
New Jersey,3/1/2014,339912396
New Jersey,4/1/2014,340043246
New Jersey,5/1/2014,356989234
New Jersey,6/1/2014,354252445
New Jersey,7/1/2014,365969059
New Jersey,8/1/2014,361600806
New Jersey,9/1/2014,337078324
New Jersey,10/1/2014,350414458
New Jersey,11/1/2014,336484915
New Jersey,12/1/2014,350834316
New Jersey,1/1/2015,325319317
New Jersey,2/1/2015,302473649
New Jersey,3/1/2015,341504945
New Jersey,4/1/2015,338523016
New Jersey,5/1/2015,351999386
New Jersey,6/1/2015,348552708
New Jersey,7/1/2015,357757497
New Jersey,8/1/2015,361808399
New Jersey,9/1/2015,340005096
New Jersey,10/1/2015,352304888
New Jersey,11/1/2015,322299962
New Jersey,12/1/2015,329333831
New Jersey,1/1/2016,319708329
New Jersey,2/1/2016,299269723
New Jersey,3/1/2016,327416101
New Jersey,4/1/2016,342625794
New Jersey,5/1/2016,362373054
New Jersey,6/1/2016,371703420
New Jersey,7/1/2016,377083371
New Jersey,8/1/2016,380952096
New Jersey,9/1/2016,352621606
New Jersey,10/1/2016,362201497
New Jersey,11/1/2016,347892159
New Jersey,12/1/2016,348867511
New Jersey,1/1/2017,319247305
New Jersey,2/1/2017,293566444
New Jersey,3/1/2017,308328720
New Jersey,4/1/2017,327033552
New Jersey,5/1/2017,338060489
New Jersey,6/1/2017,353028005
New Jersey,7/1/2017,354676954
New Jersey,8/1/2017,365164627
New Jersey,9/1/2017,330778618
New Jersey,10/1/2017,341049047
New Jersey,11/1/2017,326761626
New Jersey,12/1/2017,338643701
New Jersey,1/1/2018,310847496
New Jersey,2/1/2018,286126437
New Jersey,3/1/2018,329184745
New Jersey,4/1/2018,318318506
New Jersey,5/1/2018,347765977
New Jersey,6/1/2018,343467689
New Jersey,7/1/2018,343122055
New Mexico,1/1/2012,74048089
New Mexico,2/1/2012,73490113
New Mexico,3/1/2012,86260136
New Mexico,4/1/2012,69402810
New Mexico,5/1/2012,83751041
New Mexico,6/1/2012,73475548
New Mexico,7/1/2012,91066701
New Mexico,8/1/2012,104285976
New Mexico,9/1/2012,87659318
New Mexico,10/1/2012,79184757
New Mexico,11/1/2012,73068898
New Mexico,12/1/2012,75134137
New Mexico,1/1/2013,79749971
New Mexico,2/1/2013,66673967
New Mexico,3/1/2013,91680392
New Mexico,4/1/2013,88050428
New Mexico,5/1/2013,77442582
New Mexico,6/1/2013,76043438
New Mexico,7/1/2013,80423590
New Mexico,8/1/2013,80832371
New Mexico,9/1/2013,73391178
New Mexico,10/1/2013,79619323
New Mexico,11/1/2013,73384241
New Mexico,12/1/2013,73960363
New Mexico,1/1/2014,83092354
New Mexico,2/1/2014,73778492
New Mexico,3/1/2014,104141747
New Mexico,4/1/2014,60202419
New Mexico,5/1/2014,77147091
New Mexico,6/1/2014,83023636
New Mexico,7/1/2014,82681690
New Mexico,8/1/2014,83943270
New Mexico,9/1/2014,76865475
New Mexico,10/1/2014,80495136
New Mexico,11/1/2014,74338236
New Mexico,12/1/2014,75069768
New Mexico,1/1/2015,81276374
New Mexico,2/1/2015,70414028
New Mexico,3/1/2015,82140984
New Mexico,4/1/2015,81591744
New Mexico,5/1/2015,81126870
New Mexico,6/1/2015,88683077
New Mexico,7/1/2015,86779411
New Mexico,8/1/2015,86592330
New Mexico,9/1/2015,81655056
New Mexico,10/1/2015,83590922
New Mexico,11/1/2015,77607102
New Mexico,12/1/2015,80149348
New Mexico,1/1/2016,77004703
New Mexico,2/1/2016,76039710
New Mexico,3/1/2016,80638746
New Mexico,4/1/2016,79112608
New Mexico,5/1/2016,81809959
New Mexico,6/1/2016,81142816
New Mexico,7/1/2016,86888284
New Mexico,8/1/2016,80979834
New Mexico,9/1/2016,89378293
New Mexico,10/1/2016,79066619
New Mexico,11/1/2016,74709263
New Mexico,12/1/2016,87812655
New Mexico,1/1/2017,82582441
New Mexico,2/1/2017,73372378
New Mexico,3/1/2017,87167011
New Mexico,4/1/2017,82106351
New Mexico,5/1/2017,97440187
New Mexico,6/1/2017,86313865
New Mexico,7/1/2017,88944227
New Mexico,8/1/2017,89034617
New Mexico,9/1/2017,90191052
New Mexico,10/1/2017,86388726
New Mexico,11/1/2017,86205189
New Mexico,12/1/2017,96185811
New Mexico,1/1/2018,81167760
New Mexico,2/1/2018,74531904
New Mexico,3/1/2018,90478696
New Mexico,4/1/2018,82509037
New Mexico,5/1/2018,89358223
New Mexico,6/1/2018,82141703
New Mexico,7/1/2018,92869056
New York,1/1/2012,492654278
New York,2/1/2012,420456923
New York,3/1/2012,436273572
New York,4/1/2012,400180917
New York,5/1/2012,453881005
New York,6/1/2012,476147552
New York,7/1/2012,463775391
New York,8/1/2012,509997855
New York,9/1/2012,428950785
New York,10/1/2012,453166823
New York,11/1/2012,438673728
New York,12/1/2012,449984796
New York,1/1/2013,442202921
New York,2/1/2013,414351224
New York,3/1/2013,418842682
New York,4/1/2013,431210231
New York,5/1/2013,485702808
New York,6/1/2013,449257407
New York,7/1/2013,490468402
New York,8/1/2013,494289965
New York,9/1/2013,439782064
New York,10/1/2013,435263182
New York,11/1/2013,420895779
New York,12/1/2013,451169727
New York,1/1/2014,466795198
New York,2/1/2014,384966709
New York,3/1/2014,475044535
New York,4/1/2014,443711929
New York,5/1/2014,457160042
New York,6/1/2014,463874800
New York,7/1/2014,501751009
New York,8/1/2014,531630859
New York,9/1/2014,443032114
New York,10/1/2014,444930618
New York,11/1/2014,458049907
New York,12/1/2014,455681424
New York,1/1/2015,472097983
New York,2/1/2015,405664515
New York,3/1/2015,444324315
New York,4/1/2015,451246750
New York,5/1/2015,455601213
New York,6/1/2015,461697686
New York,7/1/2015,475995755
New York,8/1/2015,471532927
New York,9/1/2015,492404455
New York,10/1/2015,472166791
New York,11/1/2015,440867921
New York,12/1/2015,489630735
New York,1/1/2016,476889025
New York,2/1/2016,476645126
New York,3/1/2016,455839908
New York,4/1/2016,451246750
New York,5/1/2016,483389454
New York,6/1/2016,473701826
New York,7/1/2016,505481067
New York,8/1/2016,481811926
New York,9/1/2016,466121811
New York,10/1/2016,463898630
New York,11/1/2016,450126147
New York,12/1/2016,487920481
New York,1/1/2017,513357103
New York,2/1/2017,417216545
New York,3/1/2017,480897249
New York,4/1/2017,431905770
New York,5/1/2017,516344820
New York,6/1/2017,493452442
